compound	Long23
n-C13	2.2142
n-C14	10.4891
n-C15	21.9386
n-C16	22.3541
n-C17	22.1396
n-C18	19.2799
n-C19	19.5813
n-C20	18.4622
n-C21	16.9276
n-C22	17.6378
n-C23	20.2605
n-C24	18.7052
n-C25	20.5369
n-C26	23.4028
n-C27	22.1632
n-C28	19.0251
Cholestane	6.5634
n-C29	18.2133
n-C30	17.6257
n-C31	10.4464
n-C32	6.7759
n-C33	6.2058
n-C34	4.8038
n-C35	3.6256
n-C36	3.0218
n-C37	2.5034
n-C38	2.5625
n-C39	1.8116
n-C40	1.5035
